"tourney_id","tourney_name","winner_ioc","winner_age","score","minutes"
"2015-580","Australian Open","SLO",25.51,"6-4 6-4",81
"2015-580","Australian Open","TPE",29.94,"6-1 6-7(5) 6-2",112
"2015-580","Australian Open","USA",36.72,"7-5 6-3",90
"2015-580","Australian Open","BEL",27.01,"6-2 6-2",60
"2015-580","Australian Open","ROU",24.26,"7-6(5) 6-2",90
"2015-580","Australian Open","GBR",20.03,"6-7(3) 6-4 9-7",143
"2015-580","Australian Open","RUS",29.23,"7-5 6-4",72
"2015-580","Australian Open","UKR",27.36,"6-2 6-2",72
"2015-580","Australian Open","IND",22.54,"6-3 6-4",75
"2015-580","Australian Open","FRA",20.25,"6-4 3-6 6-4",123
"2015-580","Australian Open","SRB",27.66,"6-3 6-2 6-4",109
"2015-580","Australian Open","RUS",23.91,"6-1 3-6 6-3 7-6(3)",152
"2015-580","Australian Open","JPN",30.37,"1-6 6-4 4-6 6-3 6-3",207
"2015-580","Australian Open","ESP",31.18,"2-6 6-0 7-6(6) 6-3",162
"2015-580","Australian Open","USA",29.73,"7-6(5) 6-4 6-4",127
"2015-580","Australian Open","AUT",27.83,"6-4 7-5 4-6 6-3",161
"2015-580","Australian Open","LUX",31.7,"6-4 7-6(5) 7-6(3)",143
"2015-580","Australian Open","ESP",26.77,"4-6 6-2 6-3 7-6(5)",179
"2015-580","Australian Open","ESP",33.33,"3-6 6-2 4-6 6-2 10-8",194
"2015-580","Australian Open","FRA",26.56,"7-6(7) 6-3 6-2",138
"2015-580","Australian Open","POL",24.18,"7-6(5) 2-6 6-3 7-5",176
"2015-580","Australian Open","FRA",28.38,"6-7(3) 3-6 6-4 6-1 6-4",168
"2015-580","Australian Open","GER",33.59,"7-5 5-7 6-2 6-4",164
"2015-580","Australian Open","AUS",33.9,"6-3 1-6 6-0 6-4",140
"2015-580","Australian Open","USA",25.49,"6-4 4-6 6-3 6-2",133
"2015-580","Australian Open","CAN",24.06,"7-6(3) 7-6(3) 6-3",126
"2015-580","Australian Open","SUI",29.81,"6-1 6-4 6-2",89
"2015-580","Australian Open","ROU",24.26,"6-2 6-2 7-5",124
"2015-580","Australian Open","FIN",33.49,"6-1 6-2 7-6(6)",113
"2015-580","Australian Open","GER",27.8,"7-6(1) 6-3 6-1",100
"2015-580","Australian Open","ITA",33.1,"6-4 6-3 6-2",87
"2015-580","Australian Open","CAN",24.57,"6-3 6-7(5) 2-6 6-4 6-4",183
"2015-580","Australian Open","ESP",31.63,"6-7(1) 7-5 6-4 1-0 RET",143
"2015-580","Australian Open","COL",25.95,"4-6 6-2 6-3 6-4",145
"2015-580","Australian Open","ESP",32.8,"6-7(2) 6-2 6-0 6-3",145
"2015-580","Australian Open","UKR",29.03,"6-3 4-6 6-4 6-7(3) 6-4",211
"2015-580","Australian Open","ESP",28.77,"6-3 6-4 6-4",124
"2015-580","Australian Open","FRA",30.06,"6-1 6-3 6-4",83
"2015-580","Australian Open","COL",27.15,"6-3 6-2 6-2",87
"2015-580","Australian Open","USA",25.07,"6-4 6-4 6-3",110
"2015-580","Australian Open","CRO",30.05,"6-4 7-5 6-4",172
"2015-580","Australian Open","JPN",25.06,"6-4 7-6(1) 6-2",127
"2015-580","Australian Open","CZE",29.34,"6-3 7-6(1) 6-3",114
"2015-580","Australian Open","AUT",33.66,"6-1 6-4 6-2",87
"2015-580","Australian Open","SRB",28.94,"6-3 3-6 6-2 6-3",126
"2015-580","Australian Open","ARG",27.68,"6-3 6-3 6-2",101
"2015-580","Australian Open","GER",31.26,"6-2 6-2 6-1",85
"2015-580","Australian Open","AUS",22.25,"7-5 6-7(1) 6-3 6-2",169
"2015-580","Australian Open","AUS",27.25,"6-3 7-6(4) 6-4",111
"2015-580","Australian Open","AUS",18.78,"5-7 6-0 1-6 7-6(2) 8-6",247
"2015-580","Australian Open","RSA",28.67,"7-6(5) 7-5 5-7 6-4",215
"2015-580","Australian Open","LTU",24.58,"2-6 6-4 7-6(2) 6-7(6) 6-4",198
"2015-580","Australian Open","AUS",23,"6-2 5-7 7-6(7) 3-6 6-2",225
"2015-580","Australian Open","FRA",28.59,"6-1 6-3 6-1",113
"2015-580","Australian Open","CZE",29.49,"4-6 6-2 6-7(4) 6-3 6-4",197
"2015-580","Australian Open","ISR",29.79,"6-4 4-6 3-6 6-3 7-5",208
"2015-580","Australian Open","USA",27.06,"7-6(2) 7-5 6-4",139
"2015-580","Australian Open","ESP",28.63,"6-3 6-2 6-2",110
"2015-580","Australian Open","GBR",27.68,"6-3 6-4 7-6(3)",133
"2015-580","Australian Open","AUS",29.45,"6-4 6-7(5) 4-6 7-5 6-3",208
"2015-580","Australian Open","POR",25.81,"6-4 7-6(5) 6-4",148
"2015-580","Australian Open","SVK",25.52,"7-6(6) 6-2 6-4",129
"2015-580","Australian Open","BEL",24.12,"6-3 6-3 5-7 6-0",172
"2015-580","Australian Open","CYP",29.59,"6-2 6-7(5) 3-6 6-4 6-4",217
"2015-580","Australian Open","SVK",27.21,"4-6 6-2 7-5 6-7(4) 6-1",206
"2015-580","Australian Open","BUL",23.68,"6-2 6-3 6-2",69
"2015-580","Australian Open","FRA",31.14,"2-3 RET",20
"2015-580","Australian Open","TUN",31,"6-2 6-3 2-6 7-6(3)",184
"2015-580","Australian Open","AUS",19.73,"7-6(2) 3-6 6-3 6-7(5) 6-3",188
"2015-580","Australian Open","CRO",35.89,"6-4 6-2 6-4",93
"2015-580","Australian Open","FRA",27.93,"3-6 6-4 7-5 6-4",164
"2015-580","Australian Open","ITA",30.91,"5-7 6-3 2-6 6-1 6-4",171
"2015-580","Australian Open","ITA",29.28,"6-3 3-6 6-3 6-1",144
"2015-580","Australian Open","SUI",33.45,"6-4 6-2 7-5",113
"2015-580","Australian Open","SRB",27.66,"6-0 6-1 6-4",84
"2015-580","Australian Open","ESP",31.18,"6-3 6-2 7-6(3)",116
"2015-580","Australian Open","USA",29.73,"6-4 7-6(4) 4-6 6-4",142
"2015-580","Australian Open","LUX",31.7,"7-6(5) 1-6 7-5 6-1",153
"2015-580","Australian Open","ESP",33.33,"4-6 4-6 7-6(3) 4-0 RET",158
"2015-580","Australian Open","POL",24.18,"6-4 1-6 6-7(3) 6-3 6-3",187
"2015-580","Australian Open","GER",33.59,"2-6 1-6 6-3 6-4 6-2",182
"2015-580","Australian Open","CAN",24.06,"6-4 7-6(3) 6-3",102
"2015-580","Australian Open","SUI",29.81,"7-6(4) 7-6(4) 6-3",136
"2015-580","Australian Open","FIN",33.49,"7-6(4) 7-5 7-5",140
"2015-580","Australian Open","CAN",24.57,"6-7(3) 7-6(4) 6-3 6-4",215
"2015-580","Australian Open","ESP",31.63,"6-1 6-3 6-3",113
"2015-580","Australian Open","ESP",32.8,"5-7 6-3 6-4 6-2",135
"2015-580","Australian Open","FRA",30.06,"7-6(5) 6-2 6-4",136
"2015-580","Australian Open","USA",25.07,"6-3 6-4 6-2",118
"2015-580","Australian Open","JPN",25.06,"4-6 7-5 6-2 7-6(0)",167
"2015-580","Australian Open","CZE",29.34,"7-6(0) 6-2 6-2",123
"2015-580","Australian Open","SRB",28.94,"6-4 4-6 6-4 6-0",148
"2015-580","Australian Open","AUS",22.25,"6-7(5) 6-4 7-6(6) 7-6(5)",185
"2015-580","Australian Open","AUS",27.25,"3-6 6-3 7-5 3-6 6-1",173
"2015-580","Australian Open","RSA",28.67,"6-2 6-2 7-6(3)",107
"2015-580","Australian Open","FRA",28.59,"6-2 6-3 7-5",116
"2015-580","Australian Open","ISR",29.79,"7-6(2) 5-7 7-5 6-3",178
"2015-580","Australian Open","ESP",28.63,"6-2 3-6 6-7(2) 6-3 7-5",252
"2015-580","Australian Open","GBR",27.68,"6-1 6-3 6-2",102
"2015-580","Australian Open","POR",25.81,"4-6 7-6(4) 6-4 1-0 RET",151
"2015-580","Australian Open","CYP",29.59,"6-1 6-4 4-6 6-0",152
"2015-580","Australian Open","BUL",23.68,"6-3 6-7(10) 6-3 6-3",169
"2015-580","Australian Open","TUN",31,"1-6 6-3 6-4 1-6 6-3",176
"2015-580","Australian Open","AUS",19.73,"7-6(4) 6-4 5-7 6-4",140
"2015-580","Australian Open","ITA",30.91,"7-5 3-6 6-2 6-1",152
"2015-580","Australian Open","SUI",33.45,"3-6 6-3 6-2 6-2",129
"2015-580","Australian Open","SRB",27.66,"7-6(8) 6-3 6-4",141
"2015-580","Australian Open","LUX",31.7,"7-6(4) 7-6(6) 6-4",133
"2015-580","Australian Open","ESP",33.33,"7-6(6) 6-4 7-6(3)",153
"2015-580","Australian Open","CAN",24.06,"6-4 6-3 6-3",101
"2015-580","Australian Open","SUI",29.81,"6-4 6-2 6-4",109
"2015-580","Australian Open","ESP",31.63,"6-2 6-4 6-4",120
"2015-580","Australian Open","ESP",32.8,"6-2 7-5 5-7 7-6(4)",217
"2015-580","Australian Open","JPN",25.06,"6-7(7) 6-1 6-2 6-3",149
"2015-580","Australian Open","CZE",29.34,"6-4 6-3 6-4",111
"2015-580","Australian Open","AUS",22.25,"6-4 7-6(8) 6-3",103
"2015-580","Australian Open","RSA",28.67,"6-4 7-6(3) 7-6(6)",144
"2015-580","Australian Open","ESP",28.63,"6-1 6-0 7-5",124
"2015-580","Australian Open","GBR",27.68,"6-1 6-1 7-5",126
"2015-580","Australian Open","BUL",23.68,"4-6 6-3 3-6 6-3 6-3",208
"2015-580","Australian Open","AUS",19.73,"6-3 7-6(6) 6-1",118
"2015-580","Australian Open","ITA",30.91,"6-4 7-6(5) 4-6 7-6(5)",177
"2015-580","Australian Open","SRB",27.66,"6-4 7-5 7-5",128
"2015-580","Australian Open","CAN",24.06,"6-4 4-6 6-3 6-7(7) 6-3",185
"2015-580","Australian Open","SUI",29.81,"7-6(2) 6-4 4-6 7-6(8)",182
"2015-580","Australian Open","JPN",25.06,"6-3 6-3 6-3",127
"2015-580","Australian Open","CZE",29.34,"6-2 7-6(3) 6-2",121
"2015-580","Australian Open","ESP",28.63,"7-5 6-1 6-4",126
"2015-580","Australian Open","GBR",27.68,"6-4 6-7(5) 6-3 7-5",212
"2015-580","Australian Open","AUS",19.73,"5-7 4-6 6-3 7-6(5) 8-6",214
"2015-580","Australian Open","SRB",27.66,"7-6(5) 6-4 6-2",120
"2015-580","Australian Open","SUI",29.81,"6-3 6-4 7-6(6)",124
"2015-580","Australian Open","CZE",29.34,"6-2 6-0 7-6(5)",133
"2015-580","Australian Open","GBR",27.68,"6-3 7-6(5) 6-3",125
"2015-580","Australian Open","SRB",27.66,"7-6(1) 3-6 6-4 4-6 6-0",210
"2015-580","Australian Open","GBR",27.68,"6-7(6) 6-0 6-3 7-5",206
"2015-580","Australian Open","SRB",27.66,"7-6(5) 6-7(4) 6-3 6-0",219
"2015-520","Roland Garros","USA",18.62,"6-0 6-1",47
"2015-520","Roland Garros","IND",20.54,"6-4 7-6(4)",101
"2015-520","Roland Garros","USA",21.85,"6-4 7-6(5)",228
"2015-520","Roland Garros","RUS",23.25,"6-4 6-4",77
"2015-520","Roland Garros","GER",18.09,"7-6(4) 6-0",73
"2015-520","Roland Garros","NED",27.76,"4-6 7-6(1) 6-1",123
"2015-520","Roland Garros","ROU",24.6,"6-7(0) 6-3 6-4",45
"2015-520","Roland Garros","AUS",25.47,"6-4 1-6 6-3",109
"2015-520","Roland Garros","ARG",25.23,"5-7 6-3 6-2",118
"2015-520","Roland Garros","ARG",25.31,"7-5 6-2",74
"2015-520","Roland Garros","FRA",24.18,"6-4 6-1",60
"2015-520","Roland Garros","ITA",27.41,"4-6 6-3 6-2",105
"2015-520","Roland Garros","SLO",24.63,"6-1 6-4",85
"2015-520","Roland Garros","SWE",19.12,"6-3 1-6 6-2",110
"2015-520","Roland Garros","ESP",22.17,"3-6 6-4 6-2",112
"2015-520","Roland Garros","NED",26.67,"6-4 7-6(6)",110
"2015-520","Roland Garros","JPN",22.32,"6-3 5-7 7-5",118
"2015-520","Roland Garros","HUN",23.29,"6-3 6-3",83
"2015-520","Roland Garros","FRA",32.46,"6-4 5-7 7-5",136
"2015-520","Roland Garros","POL",31.27,"6-4 4-6 6-3",122
"2015-520","Roland Garros","ITA",29.97,"6-4 6-7(4) 16-14",236
"2015-520","Roland Garros","ITA",25.99,"6-4 6-2",93
"2015-520","Roland Garros","ITA",27.88,"6-2 7-5",78
"2015-520","Roland Garros","KAZ",27.84,"6-1 6-2",57
"2015-520","Roland Garros","SVK",24.78,"6-3 7-6(6)",94
"2015-520","Roland Garros","JPN",19.66,"6-4 6-3",87
"2015-520","Roland Garros","BRA",22.39,"7-6(4) 6-4",92
"2015-520","Roland Garros","AUS",21.31,"3-6 7-6(5) 6-4",141
"2015-520","Roland Garros","GBR",28.28,"6-1 1-6 6-0",85
"2015-520","Roland Garros","SWE",23.51,"7-6(5) 4-6 7-5",147
"2015-520","Roland Garros","CZE",35.88,"6-2 7-5",80
"2015-520","Roland Garros","ESP",33.31,"6-2 7-6(2)",79
"2015-520","Roland Garros","FRA",35.02,"4-6 6-3 6-4",139
"2015-520","Roland Garros","FRA",22.22,"6-3 4-6 6-2",112
"2015-520","Roland Garros","BRA",32.99,"7-5 6-1",95
"2015-520","Roland Garros","ESP",34.49,"6-3 6-0",53
"2015-520","Roland Garros","BEL",21.29,"3-6 6-2 6-2",100
"2015-520","Roland Garros","FRA",29.31,"6-2 6-4",65
"2015-520","Roland Garros","FRA",20.32,"6-1 3-6 6-2",103
"2015-520","Roland Garros","MDA",25.53,"6-7(5) 7-6(2) 6-2",184
"2015-520","Roland Garros","COL",31.52,"6-3 3-6 7-5",109
"2015-520","Roland Garros","BEL",28.15,"6-4 6-1",73
"2015-520","Roland Garros","BEL",26.09,"7-6(3) 6-2",121
"2015-520","Roland Garros","RUS",29.57,"3-6 6-3 6-2",87
"2015-520","Roland Garros","ESP",29.57,"7-5 6-4",79
"2015-520","Roland Garros","ESP",25.13,"5-7 6-3 6-4",165
"2015-520","Roland Garros","ROU",33.84,"6-4 4-6 6-4",101
"2015-520","Roland Garros","GBR",20.37,"3-6 6-2 6-4",122
"2015-520","Roland Garros","ARG",25.02,"6-1 6-1",50
"2015-520","Roland Garros","POR",24.5,"6-4 6-2",68
"2015-520","Roland Garros","AUS",25.39,"3-6 6-2 9-7",160
"2015-520","Roland Garros","ARG",22.8,"4-6 6-3 6-2",105
"2015-520","Roland Garros","IND",22.89,"6-3 3-6 9-7",143
"2015-520","Roland Garros","GER",27.51,"6-3 7-6(5)",94
"2015-520","Roland Garros","EST",27.15,"6-4 6-1",63
"2015-520","Roland Garros","GER",28.14,"6-3 7-6(3)",88
"2015-520","Roland Garros","RUS",25.04,"6-1 6-3",70
"2015-520","Roland Garros","IND",30.27,"6-2 4-6 7-5",138
"2015-520","Roland Garros","UKR",28.02,"6-3 0-6 7-5",93
"2015-520","Roland Garros","UKR",27.71,"7-6(2) 6-2",67
"2015-520","Roland Garros","ITA",33.71,"7-6(3) 6-1",92
"2015-520","Roland Garros","GER",34.89,"6-2 6-2",66
"2015-520","Roland Garros","TPE",25.94,"6-7(2) 6-3 7-5",141
"2015-520","Roland Garros","ITA",22.64,"7-5 6-2",83
"2015-520","Roland Garros","USA",18.62,"6-2 6-0",65
"2015-520","Roland Garros","RUS",23.25,"6-1 6-7(9) 6-3",106
"2015-520","Roland Garros","NED",27.76,"7-6(0) 2-6 7-5",148
"2015-520","Roland Garros","ROU",24.6,"6-3 6-4",68
"2015-520","Roland Garros","ARG",25.31,"6-1 6-3",66
"2015-520","Roland Garros","ITA",27.41,"6-4 3-6 27-25",266
"2015-520","Roland Garros","SWE",19.12,"6-2 6-3",70
"2015-520","Roland Garros","ESP",22.17,"6-4 7-5",82
"2015-520","Roland Garros","JPN",22.32,"6-3 6-1",75
"2015-520","Roland Garros","FRA",32.46,"6-2 7-5",84
"2015-520","Roland Garros","ITA",29.97,"3-6 6-3 6-2",111
"2015-520","Roland Garros","KAZ",27.84,"6-4 6-4",81
"2015-520","Roland Garros","JPN",19.66,"2-6 6-2 8-6",126
"2015-520","Roland Garros","BRA",22.39,"6-4 6-1",67
"2015-520","Roland Garros","SWE",23.51,"3-6 7-6(5) 6-2",121
"2015-520","Roland Garros","CZE",35.88,"3-6 7-6(4) 6-3",134
"2015-520","Roland Garros","FRA",35.02,"6-1 3-6 6-3",92
"2015-520","Roland Garros","BRA",32.99,"6-1 7-5",74
"2015-520","Roland Garros","BEL",21.29,"7-5 6-1",70
"2015-520","Roland Garros","FRA",20.32,"2-6 7-6(8) 6-4",170
"2015-520","Roland Garros","COL",31.52,"3-6 6-1 6-4",108
"2015-520","Roland Garros","BEL",26.09,"4-6 6-4 6-1",107
"2015-520","Roland Garros","ESP",29.57,"6-1 3-6 6-3",118
"2015-520","Roland Garros","GBR",20.37,"6-1 6-2",67
"2015-520","Roland Garros","POR",24.5,"7-5 5-7 7-5",139
"2015-520","Roland Garros","ARG",22.8,"6-3 6-1",53
"2015-520","Roland Garros","GER",27.51,"6-4 6-3",77
"2015-520","Roland Garros","GER",28.14,"6-2 6-4",61
"2015-520","Roland Garros","RUS",25.04,"6-2 6-4",73
"2015-520","Roland Garros","UKR",27.71,"7-6(7) 6-3",116
"2015-520","Roland Garros","GER",34.89,"6-4 7-5",104
"2015-520","Roland Garros","ITA",22.64,"7-5 6-1",81
"2015-520","Roland Garros","RUS",23.25,"6-2 4-6 6-2",95
"2015-520","Roland Garros","NED",27.76,"6-2 6-4",57
"2015-520","Roland Garros","ITA",27.41,"5-7 7-5 6-3",166
"2015-520","Roland Garros","SWE",19.12,"6-3 7-5",107
"2015-520","Roland Garros","JPN",22.32,"7-5 2-6 6-3",146
"2015-520","Roland Garros","ITA",29.97,"6-4 3-6 6-3",109
"2015-520","Roland Garros","JPN",19.66,"6-2 6-1",84
"2015-520","Roland Garros","SWE",23.51,"3-6 6-4 6-4",107
"2015-520","Roland Garros","FRA",35.02,"6-2 6-7(4) 8-6",138
"2015-520","Roland Garros","BEL",21.29,"7-5 2-6 6-2",119
"2015-520","Roland Garros","BEL",26.09,"6-2 6-2",59
"2015-520","Roland Garros","GBR",20.37,"6-1 6-4",62
"2015-520","Roland Garros","POR",24.5,"7-5 7-6(4)",103
"2015-520","Roland Garros","GER",28.14,"6-3 6-0",62
"2015-520","Roland Garros","UKR",27.71,"6-7(4) 7-5 6-4",156
"2015-520","Roland Garros","GER",34.89,"6-4 6-2",83
"2015-520","Roland Garros","SRB",28.01,"6-2 7-5 6-2",123
"2015-520","Roland Garros","LUX",32.04,"4-6 4-6 7-6(1) 7-6(5) 6-4",242
"2015-520","Roland Garros","AUS",19.12,"3-6 6-4 7-6(4) 6-2",175
"2015-520","Roland Garros","AUS",22.59,"6-3 3-6 6-3 6-4",152
"2015-520","Roland Garros","FRA",28.93,"6-3 6-4 6-0",104
"2015-520","Roland Garros","ARG",32.3,"4-6 3-6 6-3 7-5 6-2",248
"2015-520","Roland Garros","TPE",31.78,"6-7(4) 6-1 6-1 7-5",182
"2015-520","Roland Garros","RSA",29.02,"6-4 6-4 6-2",113
"2015-520","Roland Garros","USA",22.66,"7-6(7) 6-2 6-3",115
"2015-520","Roland Garros","ESP",23.87,"6-3 6-1 6-0",83
"2015-520","Roland Garros","CRO",18.52,"7-6(8) 6-3 0-6 6-3",160
"2015-520","Roland Garros","ESP",33.06,"3-6 6-1 7-5 6-3",152
"2015-520","Roland Garros","AUT",34,"7-6(5) 6-3 7-6(4)",156
"2015-520","Roland Garros","RUS",24.25,"6-3 6-2 6-4",86
"2015-520","Roland Garros","ESP",29.75,"6-3 2-6 6-4 7-6(6)",146
"2015-520","Roland Garros","ESP",28.97,"6-3 6-3 6-4",110
"2015-520","Roland Garros","GBR",28.02,"6-3 6-3 6-1",105
"2015-520","Roland Garros","POR",26.15,"6-3 7-6(5) 6-1",114
"2015-520","Roland Garros","GBR",20.37,"2-6 6-4 6-3 5-7 6-2",177
"2015-520","Roland Garros","AUS",20.07,"6-3 6-4 6-3",98
"2015-520","Roland Garros","BEL",24.46,"3-6 6-2 7-6(3) 6-1",140
"2015-520","Roland Garros","COL",27.49,"6-4 7-5 6-3",151
"2015-520","Roland Garros","FRA",28.28,"4-6 6-3 6-4 6-4",144
"2015-520","Roland Garros","USA",30.08,"7-5 6-2 6-3",101
"2015-520","Roland Garros","CRO",26.65,"6-2 6-4 6-2",97
"2015-520","Roland Garros","ITA",27.41,"4-6 6-7(5) 7-6(4) 7-6(2) 6-0",250
"2015-520","Roland Garros","POL",24.53,"6-7(4) 6-3 6-4 6-4",175
"2015-520","Roland Garros","ARG",28.02,"3-6 7-6(6) 6-3 5-7 6-2",235
"2015-520","Roland Garros","SRB",29.28,"6-2 6-1 6-7(3) 6-1",144
"2015-520","Roland Garros","ITA",29.62,"6-3 6-4 6-3",103
"2015-520","Roland Garros","ESP",29.79,"7-6(5) 6-4 6-4",149
"2015-520","Roland Garros","ESP",33.14,"6-1 6-3 6-1",82
"2015-520","Roland Garros","JPN",25.4,"6-3 7-5 6-1",130
"2015-520","Roland Garros","BRA",27.4,"6-1 6-2 6-4",90
"2015-520","Roland Garros","GER",33.94,"6-3 6-7(5) 2-6 7-6(4) 6-2",216
"2015-520","Roland Garros","ESP",31.52,"6-3 6-4 6-2",95
"2015-520","Roland Garros","ESP",27.11,"6-3 6-1 6-3",93
"2015-520","Roland Garros","CZE",29.83,"6-2 7-6(7) 6-3",114
"2015-520","Roland Garros","ARG",31.15,"6-7(4) 6-2 6-1 6-7(6) 6-2",208
"2015-520","Roland Garros","RUS",30,"6-3 7-6(9) 6-3",130
"2015-520","Roland Garros","FRA",30.1,"6-1 6-2 6-2",92
"2015-520","Roland Garros","ISR",30.14,"7-6(5) 6-3 7-6(4)",152
"2015-520","Roland Garros","ESP",29.33,"6-2 6-4 7-6(3)",158
"2015-520","Roland Garros","GER",31.6,"6-1 6-0 6-2",86
"2015-520","Roland Garros","ITA",28,"6-3 6-2 6-2",93
"2015-520","Roland Garros","FRA",26.04,"5-7 6-3 4-6 6-4 6-2",179
"2015-520","Roland Garros","CZE",36.49,"5-7 6-3 6-4 6-1",161
"2015-520","Roland Garros","CZE",29.68,"6-0 7-5 6-3",107
"2015-520","Roland Garros","SUI",30.15,"6-3 6-2 6-3",96
"2015-520","Roland Garros","SRB",24.9,"6-3 6-3 6-1",108
"2015-520","Roland Garros","UKR",29.38,"6-2 7-5 6-1",84
"2015-520","Roland Garros","USA",25.41,"6-3 6-3 6-7(1) 3-6 6-3",209
"2015-520","Roland Garros","LAT",26.73,"6-4 6-4 7-6(3)",139
"2015-520","Roland Garros","FRA",33.34,"6-3 6-4 7-6(4)",145
"2015-520","Roland Garros","SVK",25.87,"6-2 6-1 6-4",100
"2015-520","Roland Garros","FRA",30.4,"3-6 6-1 6-2 6-4",136
"2015-520","Roland Garros","FRA",28.73,"6-2 6-7(5) 6-1 7-5",158
"2015-520","Roland Garros","ARG",22.77,"6-3 5-7 6-3 7-6(5)",174
"2015-520","Roland Garros","AUT",21.72,"6-3 6-4 6-7(6) 6-3",202
"2015-520","Roland Garros","URU",29.39,"6-7(5) 6-3 6-3 6-3",149
"2015-520","Roland Garros","CYP",29.93,"7-6(5) 6-4 6-4",141
"2015-520","Roland Garros","BIH",23.01,"6-2 6-1 RET",62
"2015-520","Roland Garros","ESP",29.11,"6-4 6-3 7-6(7)",153
"2015-520","Roland Garros","SUI",33.79,"6-3 6-3 6-4",110
"2015-520","Roland Garros","SRB",28.01,"6-1 6-4 6-4",106
"2015-520","Roland Garros","AUS",19.12,"3-6 3-6 6-3 6-4 8-6",202
"2015-520","Roland Garros","FRA",28.93,"3-6 6-3 6-1 4-6 6-1",202
"2015-520","Roland Garros","RSA",29.02,"5-7 6-4 6-4 6-4",167
"2015-520","Roland Garros","USA",22.66,"6-7(2) 7-6(4) 6-1 7-6(4)",207
"2015-520","Roland Garros","CRO",18.52,"7-5 3-6 6-2 4-6 6-4",227
"2015-520","Roland Garros","RUS",24.25,"6-1 5-7 7-6(0) 7-5",166
"2015-520","Roland Garros","ESP",28.97,"6-4 6-3 6-1",139
"2015-520","Roland Garros","GBR",28.02,"6-2 4-6 6-4 6-1",150
"2015-520","Roland Garros","AUS",20.07," W/O",NA
"2015-520","Roland Garros","BEL",24.46,"6-3 4-6 7-5 6-2",155
"2015-520","Roland Garros","FRA",28.28,"6-4 4-6 6-3 6-3",143
"2015-520","Roland Garros","CRO",26.65,"7-6(3) 6-1 6-1",99
"2015-520","Roland Garros","ARG",28.02,"6-4 6-4 6-7(1) 6-1",158
"2015-520","Roland Garros","ITA",29.62,"6-2 6-4 6-3",117
"2015-520","Roland Garros","ESP",33.14,"6-3 6-2 6-1",91
"2015-520","Roland Garros","JPN",25.4,"7-5 6-4 6-4",142
"2015-520","Roland Garros","GER",33.94,"6-4 0-6 1-6 7-5 10-8",193
"2015-520","Roland Garros","CZE",29.83,"6-4 6-2 6-2",80
"2015-520","Roland Garros","RUS",30,"6-3 6-4 6-2",105
"2015-520","Roland Garros","FRA",30.1,"6-4 6-1 6-1",90
"2015-520","Roland Garros","ESP",29.33,"6-1 7-6(5) 3-6 3-6 6-4",211
"2015-520","Roland Garros","FRA",26.04,"6-1 6-3 7-5",100
"2015-520","Roland Garros","CZE",29.68,"6-3 6-7(7) 6-3 6-3",199
"2015-520","Roland Garros","SUI",30.15,"6-3 6-4 5-7 6-3",156
"2015-520","Roland Garros","USA",25.41,"2-6 6-3 7-6(5) 7-6(6)",146
"2015-520","Roland Garros","FRA",33.34,"6-3 3-6 7-5 6-3",186
"2015-520","Roland Garros","FRA",30.4,"7-5 6-2 6-3",128
"2015-520","Roland Garros","FRA",28.73,"4-6 6-4 4-6 6-2 6-3",169
"2015-520","Roland Garros","URU",29.39,"7-6(7) 7-5 6-7(5) 7-5",231
"2015-520","Roland Garros","BIH",23.01,"6-4 6-3 4-6 6-2",144
"2015-520","Roland Garros","SUI",33.79,"6-2 7-6(1) 6-3",107
"2015-520","Roland Garros","SRB",28.01,"6-4 6-4 6-4",109
"2015-520","Roland Garros","FRA",28.93,"4-6 7-6(4) 7-5 6-4",213
"2015-520","Roland Garros","USA",22.66,"6-2 6-1 6-4",106
"2015-520","Roland Garros","ESP",28.97,"6-1 6-3 6-2",121
"2015-520","Roland Garros","GBR",28.02,"6-4 6-2 6-3",119
"2015-520","Roland Garros","FRA",28.28,"6-3 6-4 6-2",105
"2015-520","Roland Garros","CRO",26.65,"6-3 6-2 6-4",125
"2015-520","Roland Garros","ESP",33.14,"6-3 1-6 5-7 6-0 6-1",192
"2015-520","Roland Garros","JPN",25.4," W/O",NA
"2015-520","Roland Garros","RUS",30,"6-4 6-4 6-4",97
"2015-520","Roland Garros","FRA",30.1,"7-6(3) 6-4 6-3",151
"2015-520","Roland Garros","CZE",29.68,"6-1 6-7(5) 6-3 6-4",157
"2015-520","Roland Garros","SUI",30.15,"6-4 6-3 6-2",89
"2015-520","Roland Garros","FRA",30.4,"6-2 6-7(6) 6-7(6) 6-3 6-1",227
"2015-520","Roland Garros","FRA",28.73,"4-6 7-6(1) 3-6 6-4 6-3",203
"2015-520","Roland Garros","SUI",33.79,"6-4 6-3 6-2",88
"2015-520","Roland Garros","SRB",28.01,"6-1 6-2 6-3",120
"2015-520","Roland Garros","ESP",28.97,"6-3 6-1 5-7 6-2",172
"2015-520","Roland Garros","GBR",28.02,"6-4 3-6 6-3 6-2",171
"2015-520","Roland Garros","ESP",33.14,"6-2 6-2 6-4",110
"2015-520","Roland Garros","JPN",25.4,"6-3 6-4 6-2",115
"2015-520","Roland Garros","FRA",30.1,"6-3 6-2 6-7(5) 6-3",178
"2015-520","Roland Garros","SUI",30.15,"6-1 6-4 6-2",111
"2015-520","Roland Garros","SUI",33.79,"6-3 4-6 6-4 6-1",130
